athlete_id,athlete_name,gender,age,date_of_birth,nationality,country_name,sport,event,games_type,year,host_city,team_or_individual,medal,result_value,result_unit,total_olympics_attended,total_medals_won,gold_medals,silver_medals,bronze_medals,country_total_gold,country_total_medals,country_first_participation,country_best_rank,is_record_holder,coach_name,height_cm,weight_kg,notes
ATH-08726,Katharina Hofmann,Female,24,2002-10-14,GER,Germany,Snowboarding,Parallel Giant Slalom,Winter,2026,Milan-Cortina,Individual,None,,,2,0,0,0,0,283,900,1896,1,No,Alexander Wolf,165.0,60.0,
ATH-08646,Katharina Pfeifer,Female,29,1997-11-17,AUT,Austria,Biathlon,15km Mass Start,Winter,2026,Milan-Cortina,Team,None,,,2,1,0,0,1,95,350,1896,2,No,Yuri Borodavko,164.8,49.4,
ATH-08616,Kerttu Heikkinen,Female,37,1989-12-25,FIN,Finland,Skeleton,Men's Skeleton,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,162,490,1908,4,No,Marc Gauthier,160.4,46.9,
ATH-08578,Kerttu Laine,Female,19,2007-10-04,FIN,Finland,Curling,Men's Tournament,Winter,2026,Milan-Cortina,Team,None,,,1,0,0,0,0,162,490,1908,4,No,Mikael Andersson,162.3,50.6,
ATH-08645,Kerttu Mäkinen,Female,21,2005-06-07,FIN,Finland,Ice Hockey,Women's Tournament,Winter,2026,Milan-Cortina,Team,None,,,1,0,0,0,0,162,490,1908,4,No,Marc Gauthier,173.4,66.7,
ATH-08724,Kerttu Nieminen,Female,24,2002-08-05,FIN,Finland,Alpine Skiing,Team Combined,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,162,490,1908,4,No,Hanspeter Lüscher,172.1,62.6,
ATH-08657,Kjeld Bakker,Male,24,2002-09-28,NED,Netherlands,Cross-Country Skiing,15km Skiathlon,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,131,380,1900,1,No,Mikael Andersson,180.4,87.6,
ATH-08620,Kjeld Smit,Male,35,1991-02-23,NED,Netherlands,Ski Jumping,Large Hill Individual,Winter,2026,Milan-Cortina,Individual,None,,,3,0,0,0,0,131,380,1900,1,No,Dieter Hegen,183.9,85.8,
ATH-08627,Krista Nieminen,Female,37,1989-07-05,FIN,Finland,Bobsleigh,4-man,Winter,2026,Milan-Cortina,Individual,Bronze,238.8,seconds,2,1,0,0,1,162,490,1908,4,No,Yuri Borodavko,156.5,53.1,
ATH-08691,Krista Virtanen,Female,32,1994-06-25,FIN,Finland,Figure Skating,Pairs,Winter,2026,Milan-Cortina,Individual,None,,,2,0,0,0,0,162,490,1908,4,No,John Campbell,170.9,57.5,
ATH-08697,Kristian Bø,Male,28,1998-08-24,NOR,Norway,Skeleton,Men's Skeleton,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,166,446,1900,1,No,Mikael Andersson,194.2,99.3,
ATH-08649,Kristian Johansen,Male,32,1994-04-24,NOR,Norway,Luge,Women's Singles,Winter,2026,Milan-Cortina,Individual,None,,,2,0,0,0,0,166,446,1900,1,No,Dieter Hegen,174.9,82.3,
ATH-08580,Lara Odermatt,Female,27,1999-03-01,SUI,Switzerland,Alpine Skiing,Super-G,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,115,360,1896,1,No,Alexander Wolf,166.8,58.2,
ATH-08669,Laura Becker,Female,26,2000-07-13,GER,Germany,Figure Skating,Pairs,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,283,900,1896,1,No,Hanspeter Lüscher,162.6,60.1,
ATH-08529,Laura Nolte,Female,28,1998-11-23,GER,Germany,Bobsleigh,Monobob,Winter,2026,Milan-Cortina,Individual,Gold,250.45,seconds,2,3,3,0,0,283,900,1896,1,No,Rene Spies,172,74,
ATH-08541,Laurie Campbell,Female,33,1993-08-03,CAN,Canada,Alpine Skiing,Team Combined,Winter,2026,Milan-Cortina,Team,None,,,2,0,0,0,0,124,540,1900,1,No,Elena Valbe,164.6,55.4,
ATH-08714,Laurie Lafleur,Female,35,1991-08-11,CAN,Canada,Ski Mountaineering,Men's Sprint,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,124,540,1900,1,No,Mikael Andersson,177.2,69.1,
ATH-08740,Li Zhang,Female,26,2000-03-26,CHN,China,Figure Skating,Ice Dance,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,265,650,1952,1,No,Mikael Andersson,166.3,54.5,
ATH-08511,Lisa Vittozzi,Female,31,1995-02-04,ITA,Italy,Biathlon,15km Individual,Winter,2026,Milan-Cortina,Individual,Gold,42.15,minutes,3,2,1,0,1,257,780,1896,1,No,Alexander Inderst,172,60,First-ever Italian female biathlon gold
ATH-08581,Loic Weber,Male,25,2001-02-24,SUI,Switzerland,Speed Skating,5000m,Winter,2026,Milan-Cortina,Team,None,,,1,0,0,0,0,115,360,1896,1,No,Gilles Jager,174.7,71.2,
ATH-08736,Lou Richard,Female,22,2004-11-13,FRA,France,Ski Mountaineering,Women's Sprint,Winter,2026,Milan-Cortina,Individual,Silver,1828.96,seconds,1,1,0,1,0,254,780,1896,1,No,Elena Valbe,159.1,51.4,
ATH-08536,Lou Robert,Female,25,2001-10-11,FRA,France,Bobsleigh,4-man,Winter,2026,Milan-Cortina,Individual,None,,,2,0,0,0,0,254,780,1896,1,No,John Campbell,164.0,57.8,
ATH-08509,Loïc Meillard,Male,30,1996-10-29,SUI,Switzerland,Alpine Skiing,Slalom,Winter,2026,Milan-Cortina,Individual,Gold,98.4,seconds,3,3,2,1,0,115,360,1896,1,No,Thomas Stauffer,176,80,
ATH-08551,Luca Ferrari,Male,32,1994-08-25,ITA,Italy,Curling,Men's Tournament,Winter,2026,Milan-Cortina,Team,None,,,1,0,0,0,0,257,780,1896,1,No,Gilles Jager,157.6,59.6,
ATH-08722,Luca Grosso,Male,22,2004-06-09,ITA,Italy,Skeleton,Women's Skeleton,Winter,2026,Milan-Cortina,Individual,None,,,2,2,1,1,0,257,780,1896,1,No,Alexander Wolf,173.1,77.9,
ATH-08546,Luca Pellegrini,Male,18,2008-08-13,ITA,Italy,Cross-Country Skiing,4x10km Relay,Winter,2026,Milan-Cortina,Individual,None,,,2,0,0,0,0,257,780,1896,1,No,Stephan Hanke,180.4,79.6,
ATH-08506,Lucas Pinheiro Braathen,Male,26,2000-04-19,BRA,Brazil,Alpine Skiing,Giant Slalom,Winter,2026,Milan-Cortina,Individual,Gold,146.35,seconds,2,1,1,0,0,38,151,1920,12,No,Peter Gerdol,179,79,First-ever Winter Olympic gold medal for Brazil
ATH-08651,Lukas Becker,Male,26,2000-10-14,GER,Germany,Cross-Country Skiing,10km Freestyle,Winter,2026,Milan-Cortina,Individual,None,,,3,0,0,0,0,283,900,1896,1,No,Dieter Hegen,185.2,79.2,
ATH-08719,Lukas Fischer,Male,33,1993-10-02,GER,Germany,Bobsleigh,4-man,Winter,2026,Milan-Cortina,Team,None,,,2,2,1,0,1,283,900,1896,1,No,Elena Valbe,181.9,77.9,
ATH-08592,Lukas Hofmann,Male,36,1990-03-27,GER,Germany,Biathlon,15km Individual,Winter,2026,Milan-Cortina,Team,None,,,1,0,0,0,0,283,900,1896,1,No,Yuri Borodavko,185.5,84.0,
ATH-08659,Mai Nakamura,Female,34,1992-07-14,JPN,Japan,Alpine Skiing,Team Combined,Winter,2026,Milan-Cortina,Individual,Silver,99.76,seconds,2,1,0,1,0,173,520,1912,1,No,John Campbell,164.6,52.4,
ATH-08683,Mai Suzuki,Female,35,1991-12-25,JPN,Japan,Ski Mountaineering,Men's Sprint,Winter,2026,Milan-Cortina,Individual,None,,,3,0,0,0,0,173,520,1912,1,No,Dieter Hegen,172.9,71.7,
ATH-08674,Mai Takahashi,Female,19,2007-02-10,JPN,Japan,Speed Skating,1000m,Winter,2026,Milan-Cortina,Team,None,,,3,0,0,0,0,173,520,1912,1,No,Yuri Borodavko,159.4,51.8,
ATH-08713,Manuel Brunner,Male,37,1989-04-25,AUT,Austria,Speed Skating,Team Pursuit,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,95,350,1896,2,No,Stephan Hanke,176.0,83.6,
ATH-08558,Manuel Pfeifer,Male,37,1989-07-14,AUT,Austria,Ski Mountaineering,Men's Sprint,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,95,350,1896,2,No,Hanspeter Lüscher,173.6,76.9,
ATH-08574,Marco Keller,Male,35,1991-07-28,SUI,Switzerland,Ice Hockey,Women's Tournament,Winter,2026,Milan-Cortina,Team,None,,,1,0,0,0,0,115,360,1896,1,No,John Campbell,173.7,71.3,
ATH-08639,Marco Meier,Male,29,1997-09-18,SUI,Switzerland,Curling,Men's Tournament,Winter,2026,Milan-Cortina,Team,None,,,3,0,0,0,0,115,360,1896,1,No,Elena Valbe,180.1,80.1,
ATH-08510,Marco Odermatt,Male,29,1997-10-08,SUI,Switzerland,Alpine Skiing,Giant Slalom,Winter,2026,Milan-Cortina,Individual,Silver,146.85,seconds,2,3,2,1,0,115,360,1896,1,No,Helmut Krug,183,84,
ATH-08702,Marco Suter,Male,34,1992-12-04,SUI,Switzerland,Biathlon,12.5km Pursuit,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,115,360,1896,1,No,Stephan Hanke,181.2,74.8,
ATH-08535,Marco Weber,Male,25,2001-02-04,SUI,Switzerland,Ski Jumping,Large Hill Individual,Winter,2026,Milan-Cortina,Team,None,,,1,0,0,0,0,115,360,1896,1,No,John Campbell,177.5,77.0,
ATH-08521,Marianne Fatton,Female,31,1995-12-16,SUI,Switzerland,Ski Mountaineering,Women's Sprint,Winter,2026,Milan-Cortina,Individual,Gold,192.4,seconds,1,1,1,0,0,115,360,1896,1,No,Malik Fatton,164,53,First-ever Female Ski Mountaineering Gold
ATH-08527,Marie-Philip Poulin,Female,35,1991-03-28,CAN,Canada,Ice Hockey,Women's Tournament,Winter,2026,Milan-Cortina,Team,Silver,4.0,goals,5,5,3,2,0,124,540,1900,1,No,Troy Ryan,170,73,Captain Canada
ATH-08692,Marit Hansen,Female,37,1989-11-19,NOR,Norway,Bobsleigh,4-man,Winter,2026,Milan-Cortina,Individual,None,,,2,0,0,0,0,166,446,1900,1,No,Yuri Borodavko,154.9,40.0,
ATH-08619,Mark Lafleur,Male,29,1997-06-08,CAN,Canada,Speed Skating,1000m,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,124,540,1900,1,No,John Campbell,179.3,83.0,
ATH-08583,Mark Morin,Male,22,2004-11-07,CAN,Canada,Figure Skating,Pairs,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,124,540,1900,1,No,Dieter Hegen,191.2,90.9,
ATH-08617,Matteo Goggia,Male,22,2004-09-25,ITA,Italy,Speed Skating,1500m,Winter,2026,Milan-Cortina,Individual,None,,,2,0,0,0,0,257,780,1896,1,No,Dieter Hegen,165.8,66.0,
ATH-08594,Maxence Morin,Male,36,1990-03-25,CAN,Canada,Bobsleigh,2-man,Winter,2026,Milan-Cortina,Team,None,,,2,0,0,0,0,124,540,1900,1,No,Stephan Hanke,172.8,70.9,
ATH-08633,Maxence Roy,Male,19,2007-01-05,CAN,Canada,Bobsleigh,2-woman,Winter,2026,Milan-Cortina,Individual,None,,,3,0,0,0,0,124,540,1900,1,No,Alexander Wolf,183.3,80.0,
ATH-08688,Maximilian Müller,Male,35,1991-10-22,GER,Germany,Snowboarding,Big Air,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,283,900,1896,1,No,Gilles Jager,164.5,63.3,
ATH-08628,Maximilian Weber,Male,26,2000-08-22,GER,Germany,Figure Skating,Ice Dance,Winter,2026,Milan-Cortina,Individual,Silver,228.11,points,1,1,0,1,0,283,900,1896,1,No,Mikael Andersson,182.1,77.0,
ATH-08629,Michelle Gisin,Female,30,1996-05-17,SUI,Switzerland,Ski Mountaineering,Men's Sprint,Winter,2026,Milan-Cortina,Individual,Silver,1281.51,seconds,2,1,0,1,0,115,360,1896,1,No,Yuri Borodavko,164.1,55.9,
ATH-08587,Miho Takahashi,Female,33,1993-03-19,JPN,Japan,Alpine Skiing,Team Combined,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,173,520,1912,1,No,Marc Gauthier,164.4,52.8,
ATH-08725,Miho Tanaka,Female,25,2001-11-09,JPN,Japan,Biathlon,15km Individual,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,173,520,1912,1,No,Gilles Jager,161.9,58.2,
ATH-08505,Mikaela Shiffrin,Female,31,1995-03-13,USA,United States,Alpine Skiing,Slalom,Winter,2026,Milan-Cortina,Individual,Gold,102.55,seconds,4,5,3,1,1,1073,3015,1896,1,No,Karin Harjo,170,64,Historic Slalom victory
ATH-08516,Mikhail Shaidorov,Male,22,2004-06-25,KAZ,Kazakhstan,Figure Skating,Men's Singles,Winter,2026,Milan-Cortina,Individual,Gold,312.45,points,1,1,1,0,0,2,9,1994,12,No,Alexei Urmanov,176,68,Historic Figure Skating Gold for Kazakhstan
ATH-08652,Mirjam Gruber,Female,33,1993-03-06,AUT,Austria,Luge,Women's Singles,Winter,2026,Milan-Cortina,Individual,None,,,2,0,0,0,0,95,350,1896,2,No,Hanspeter Lüscher,158.8,46.5,
ATH-08718,Mirjam Huber,Female,21,2005-10-13,AUT,Austria,Cross-Country Skiing,50km Mass Start,Winter,2026,Milan-Cortina,Individual,None,,,2,0,0,0,0,95,350,1896,2,No,Mikael Andersson,169.1,60.2,
ATH-08544,Mirjam Mayer,Female,19,2007-11-28,AUT,Austria,Snowboarding,Big Air,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,95,350,1896,2,No,Marc Gauthier,155.8,40.0,
ATH-08658,Muirhead Brown,Female,24,2002-06-17,GBR,Great Britain,Ski Mountaineering,Mixed Relay,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,288,960,1896,1,No,Stephan Hanke,173.0,64.1,
ATH-08732,Muirhead Evans,Female,35,1991-02-24,GBR,Great Britain,Curling,Mixed Doubles,Winter,2026,Milan-Cortina,Team,None,,,1,0,0,0,0,288,960,1896,1,No,John Campbell,156.8,41.5,
ATH-08698,Nooralotta Heikkinen,Female,24,2002-12-07,FIN,Finland,Ice Hockey,Women's Tournament,Winter,2026,Milan-Cortina,Team,Silver,8.12,goals,1,1,0,1,0,162,490,1908,4,No,John Campbell,171.4,66.9,
ATH-08728,Nooralotta Laine,Female,20,2006-07-24,FIN,Finland,Snowboarding,Slopestyle,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,162,490,1908,4,No,Alexander Wolf,169.3,55.6,
ATH-08741,Nooralotta Mäkinen,Female,36,1990-01-06,FIN,Finland,Snowboarding,Parallel Giant Slalom,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,162,490,1908,4,No,Elena Valbe,163.4,50.9,
ATH-08520,Oriol Cardona Coll,Male,32,1994-10-07,ESP,Spain,Ski Mountaineering,Men's Sprint,Winter,2026,Milan-Cortina,Individual,Gold,165.2,seconds,1,1,1,0,0,5,21,1900,11,No,Guillem Sancho,175,62,First-ever Ski Mountaineering Olympic Gold
ATH-08579,Oskar Larsson,Male,29,1997-03-10,SWE,Sweden,Figure Skating,Team Event,Winter,2026,Milan-Cortina,Team,None,,,3,0,0,0,0,202,535,1896,1,No,John Campbell,174.1,66.6,
ATH-08607,Oskar Nilsson,Male,19,2007-09-01,SWE,Sweden,Snowboarding,Halfpipe,Winter,2026,Milan-Cortina,Individual,None,,,3,0,0,0,0,202,535,1896,1,No,Yuri Borodavko,176.9,81.0,
ATH-08625,Patrick Visser,Male,27,1999-05-14,NED,Netherlands,Figure Skating,Women's Singles,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,131,380,1900,1,No,Stephan Hanke,189.8,85.0,
ATH-08703,Patrick van Dijk,Male,19,2007-10-14,NED,Netherlands,Figure Skating,Women's Singles,Winter,2026,Milan-Cortina,Individual,None,,,3,2,1,0,1,131,380,1900,1,No,Elena Valbe,179.4,73.1,
ATH-08634,Quentin Martin,Male,18,2008-06-10,FRA,France,Ice Hockey,Men's Tournament,Winter,2026,Milan-Cortina,Team,None,,,1,0,0,0,0,254,780,1896,1,No,Marc Gauthier,168.6,73.6,
ATH-08662,Quentin Petit,Male,21,2005-02-12,FRA,France,Ski Jumping,Team Large Hill,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,254,780,1896,1,No,Yuri Borodavko,182.8,78.9,
ATH-08675,Quentin Richard,Male,29,1997-03-03,FRA,France,Snowboarding,Halfpipe,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,254,780,1896,1,No,Dieter Hegen,186.4,83.4,
ATH-08630,Ragnhild Bakken,Female,32,1994-12-14,NOR,Norway,Curling,Women's Tournament,Winter,2026,Milan-Cortina,Team,None,,,1,0,0,0,0,166,446,1900,1,No,Mikael Andersson,170.4,67.1,
ATH-08556,Ragnhild Larsen,Female,36,1990-10-01,NOR,Norway,Ice Hockey,Men's Tournament,Winter,2026,Milan-Cortina,Team,None,,,3,0,0,0,0,166,446,1900,1,No,Gilles Jager,164.9,53.5,
ATH-08717,Ragnhild Rustad,Female,28,1998-08-13,NOR,Norway,Alpine Skiing,Team Combined,Winter,2026,Milan-Cortina,Individual,None,,,2,0,0,0,0,166,446,1900,1,No,Gilles Jager,168.9,52.5,
ATH-08613,Ramon Keller,Male,22,2004-09-28,SUI,Switzerland,Cross-Country Skiing,Sprint,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,115,360,1896,1,No,Alexander Wolf,179.5,78.2,
ATH-08614,Ramon Meier,Male,24,2002-06-07,SUI,Switzerland,Alpine Skiing,Super-G,Winter,2026,Milan-Cortina,Individual,None,,,2,0,0,0,0,115,360,1896,1,No,Stephan Hanke,174.5,74.1,
ATH-08685,Ramon Müller,Male,37,1989-08-03,SUI,Switzerland,Ski Mountaineering,Mixed Relay,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,115,360,1896,1,No,John Campbell,165.3,61.0,
ATH-08533,Ramon Weber,Male,32,1994-09-02,SUI,Switzerland,Curling,Men's Tournament,Winter,2026,Milan-Cortina,Team,None,,,3,0,0,0,0,115,360,1896,1,No,Marc Gauthier,179.9,78.9,
ATH-08596,Ramona Haid,Female,27,1999-04-07,AUT,Austria,Luge,Doubles,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,95,350,1896,2,No,Hanspeter Lüscher,157.9,47.6,
ATH-08637,Ramona Huber,Female,36,1990-05-25,AUT,Austria,Ice Hockey,Men's Tournament,Winter,2026,Milan-Cortina,Team,None,,,1,0,0,0,0,95,350,1896,2,No,Marc Gauthier,162.4,48.5,
ATH-08537,Ramona Mayer,Female,24,2002-10-19,AUT,Austria,Bobsleigh,Monobob,Winter,2026,Milan-Cortina,Team,None,,,1,0,0,0,0,95,350,1896,2,No,Alexander Wolf,161.7,63.3,
ATH-08681,Ramona Schmid,Female,24,2002-02-24,AUT,Austria,Ice Hockey,Women's Tournament,Winter,2026,Milan-Cortina,Team,None,,,1,0,0,0,0,95,350,1896,2,No,John Campbell,159.9,43.8,
ATH-08518,Riku Miura,Female,25,2001-12-17,JPN,Japan,Figure Skating,Pairs,Winter,2026,Milan-Cortina,Team,Gold,235.8,points,2,2,1,1,0,173,520,1912,1,No,Bruno Marcotte,145,42,
ATH-08678,Ryan White,Male,22,2004-05-06,USA,United States,Curling,Mixed Doubles,Winter,2026,Milan-Cortina,Team,None,,,2,1,0,1,0,1073,3015,1896,1,No,Stephan Hanke,174.0,69.8,
ATH-08552,Ryo Yamamoto,Male,23,2003-05-05,JPN,Japan,Ski Mountaineering,Men's Sprint,Winter,2026,Milan-Cortina,Individual,None,,,2,0,0,0,0,173,520,1912,1,No,Dieter Hegen,174.7,71.6,
ATH-08632,Ryota Ito,Male,28,1998-12-16,JPN,Japan,Curling,Men's Tournament,Winter,2026,Milan-Cortina,Team,None,,,1,0,0,0,0,173,520,1912,1,No,Stephan Hanke,169.3,62.9,
ATH-08706,Ryota Tanaka,Male,27,1999-12-17,JPN,Japan,Biathlon,12.5km Pursuit,Winter,2026,Milan-Cortina,Team,None,,,3,0,0,0,0,173,520,1912,1,No,Dieter Hegen,181.7,82.3,
ATH-08519,Ryuichi Kihara,Male,34,1992-08-22,JPN,Japan,Figure Skating,Pairs,Winter,2026,Milan-Cortina,Team,Gold,235.8,points,4,2,1,1,0,173,520,1912,1,No,Bruno Marcotte,175,72,
ATH-08565,Sarah Davis,Female,29,1997-03-07,USA,United States,Luge,Men's Singles,Winter,2026,Milan-Cortina,Individual,None,,,3,2,1,0,1,1073,3015,1896,1,No,Elena Valbe,165.3,58.6,
ATH-08661,Sarah Smith,Female,30,1996-11-19,USA,United States,Figure Skating,Pairs,Winter,2026,Milan-Cortina,Team,None,,,2,0,0,0,0,1073,3015,1896,1,No,Mikael Andersson,178.8,70.1,
ATH-08707,Sebastian Andersson,Male,30,1996-07-03,SWE,Sweden,Bobsleigh,2-woman,Winter,2026,Milan-Cortina,Individual,None,,,3,0,0,0,0,202,535,1896,1,No,Dieter Hegen,185.1,90.2,
ATH-08684,Sebastien Gagnon,Male,38,1988-07-17,CAN,Canada,Alpine Skiing,Slalom,Winter,2026,Milan-Cortina,Team,None,,,2,0,0,0,0,124,540,1900,1,No,Marc Gauthier,185.9,84.7,
ATH-08575,Sebastien Tremblay,Male,28,1998-08-04,CAN,Canada,Ski Jumping,Normal Hill Individual,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,124,540,1900,1,No,Mikael Andersson,174.8,66.4,
ATH-08730,Selina Schneider,Female,35,1991-12-14,GER,Germany,Speed Skating,1500m,Winter,2026,Milan-Cortina,Individual,Silver,266.46,seconds,1,1,0,1,0,283,900,1896,1,No,Dieter Hegen,173.3,64.8,
ATH-08712,Shoma Takahashi,Male,18,2008-11-28,JPN,Japan,Skeleton,Women's Skeleton,Winter,2026,Milan-Cortina,Individual,None,,,2,0,0,0,0,173,520,1912,1,No,Yuri Borodavko,182.2,76.5,
ATH-08525,Sidney Crosby,Male,39,1987-08-07,CAN,Canada,Ice Hockey,Men's Tournament,Winter,2026,Milan-Cortina,Team,Silver,1.0,goals,3,3,2,1,0,124,540,1900,1,No,Jon Cooper,180,91,Olympic veteran
ATH-08590,Sindre Larsen,Male,30,1996-08-10,NOR,Norway,Speed Skating,1000m,Winter,2026,Milan-Cortina,Individual,None,,,2,0,0,0,0,166,446,1900,1,No,Stephan Hanke,175.0,76.1,
ATH-08710,Sofia Goggia,Female,36,1990-06-10,ITA,Italy,Luge,Doubles,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,257,780,1896,1,No,Mikael Andersson,162.2,55.6,
ATH-08549,Sofia Rizzo,Female,38,1988-02-15,ITA,Italy,Ski Mountaineering,Women's Sprint,Winter,2026,Milan-Cortina,Individual,Silver,1473.32,seconds,3,1,0,1,0,257,780,1896,1,No,Elena Valbe,175.3,64.9,
ATH-08564,Sofia Rossi,Female,35,1991-07-04,ITA,Italy,Bobsleigh,Monobob,Winter,2026,Milan-Cortina,Individual,Bronze,248.66,seconds,1,1,0,0,1,257,780,1896,1,No,Hanspeter Lüscher,157.8,44.9,
ATH-08534,Sota Ito,Male,37,1989-09-06,JPN,Japan,Ski Jumping,Normal Hill Individual,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,173,520,1912,1,No,Alexander Wolf,167.0,74.0,
ATH-08502,Su Yiming,Male,22,2004-02-18,CHN,China,Snowboarding,Slopestyle,Winter,2026,Milan-Cortina,Individual,Gold,88.5,points,2,4,2,1,1,265,650,1952,1,No,Yasuhiro Sato,173,62,Won gold on 22nd birthday
ATH-08502,Su Yiming,Male,22,2004-02-18,CHN,China,Snowboarding,Big Air,Winter,2026,Milan-Cortina,Individual,Bronze,175.25,points,2,4,2,1,1,265,650,1952,1,No,Yasuhiro Sato,173,62,
ATH-08566,Sven Smit,Male,22,2004-04-01,NED,Netherlands,Ski Jumping,Team Large Hill,Winter,2026,Milan-Cortina,Individual,None,,,2,0,0,0,0,131,380,1900,1,No,Elena Valbe,176.5,73.0,
ATH-08715,Tess Gagnon,Female,25,2001-11-04,CAN,Canada,Bobsleigh,Monobob,Winter,2026,Milan-Cortina,Team,None,,,2,0,0,0,0,124,540,1900,1,No,Hanspeter Lüscher,158.1,41.6,
ATH-08729,Tess Morin,Female,35,1991-01-06,CAN,Canada,Ski Jumping,Team Large Hill,Winter,2026,Milan-Cortina,Team,None,,,1,0,0,0,0,124,540,1900,1,No,Mikael Andersson,150.9,40.2,
ATH-08567,Thibaut Richard,Male,27,1999-11-01,FRA,France,Ice Hockey,Women's Tournament,Winter,2026,Milan-Cortina,Team,None,,,2,0,0,0,0,254,780,1896,1,No,Elena Valbe,189.8,89.6,
ATH-08540,Thomas Bakker,Male,34,1992-02-26,NED,Netherlands,Bobsleigh,Monobob,Winter,2026,Milan-Cortina,Team,None,,,2,0,0,0,0,131,380,1900,1,No,Mikael Andersson,178.9,78.3,
ATH-08593,Thomas Wiersma,Male,22,2004-09-28,NED,Netherlands,Curling,Men's Tournament,Winter,2026,Milan-Cortina,Team,None,,,1,0,0,0,0,131,380,1900,1,No,Marc Gauthier,179.4,88.0,
ATH-08601,Ting Chen,Female,31,1995-01-26,CHN,China,Luge,Women's Singles,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,265,650,1952,1,No,Dieter Hegen,168.7,55.9,
ATH-08689,Ting Wang,Female,23,2003-03-07,CHN,China,Skeleton,Men's Skeleton,Winter,2026,Milan-Cortina,Individual,None,,,2,1,0,1,0,265,650,1952,1,No,Alexander Wolf,165.0,56.2,
ATH-08668,Vicky Davies,Female,32,1994-07-01,GBR,Great Britain,Cross-Country Skiing,10km Freestyle,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,288,960,1896,1,No,Alexander Wolf,167.9,61.8,
ATH-08612,Vicky Jones,Female,30,1996-02-12,GBR,Great Britain,Ski Jumping,Team Large Hill,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,288,960,1896,1,No,Mikael Andersson,167.0,49.7,
ATH-08701,Vicky Wilson,Female,32,1994-07-16,GBR,Great Britain,Bobsleigh,2-man,Winter,2026,Milan-Cortina,Team,None,,,3,0,0,0,0,288,960,1896,1,No,Stephan Hanke,170.5,68.5,
ATH-08643,Vincent Gruber,Male,21,2005-12-18,AUT,Austria,Biathlon,15km Mass Start,Winter,2026,Milan-Cortina,Individual,None,,,2,0,0,0,0,95,350,1896,2,No,Marc Gauthier,172.0,62.0,
ATH-08743,Vincent Schmid,Male,31,1995-08-11,AUT,Austria,Bobsleigh,Monobob,Winter,2026,Milan-Cortina,Team,None,,,3,0,0,0,0,95,350,1896,2,No,Mikael Andersson,183.5,82.4,
ATH-08696,Wakaba Suzuki,Female,25,2001-04-11,JPN,Japan,Skeleton,Women's Skeleton,Winter,2026,Milan-Cortina,Individual,Bronze,229.37,seconds,1,1,0,0,1,173,520,1912,1,No,John Campbell,179.1,65.4,
ATH-08600,Wakaba Watanabe,Female,36,1990-01-19,JPN,Japan,Curling,Men's Tournament,Winter,2026,Milan-Cortina,Team,None,,,2,0,0,0,0,173,520,1912,1,No,Hanspeter Lüscher,161.8,46.7,
ATH-08721,Wei Chen,Male,19,2007-08-02,CHN,China,Biathlon,15km Individual,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,265,650,1952,1,No,Gilles Jager,170.4,76.8,
ATH-08547,Wei Wu,Male,32,1994-10-26,CHN,China,Ski Jumping,Team Large Hill,Winter,2026,Milan-Cortina,Individual,None,,,1,0,0,0,0,265,650,1952,1,No,Dieter Hegen,185.4,96.1,
